('without anomalies', 'Gauss_2.0', 'FLUR', 7.578276603517574, 3.0145215684306925)
('with anomalies', 'Gauss_2.0', 'APAL', 6.556237677698949, 2.871128955674974)
('without anomalies', 'Gauss_2.0', 'APAL', 6.556237677698949, 2.871128955674974)
('Gauss_2.0', 'average_inside_caldera', 12.908023817149488, 4.724244586184523)
('Gauss_2.0', 'average_outside_caldera', 5.566824081594263, 1.867563067501284)
('with anomalies', 'Gauss_6.0', 'VITI', 79.16251487844877, 70.16914297892417)
('without anomalies', 'Gauss_6.0', 'VITI', 79.16251487844877, 70.16914297892417)
('with anomalies', 'Gauss_6.0', 'DALR', 18.768358869355076, 7.399246508302595)
('without anomalies', 'Gauss_6.0', 'DALR', 18.768358869355076, 7.399246508302595)
('with anomalies', 'Gauss_6.0', 'VIFE', 22.195440809662724, 4.621986608403234)
('without anomalies', 'Gauss_6.0', 'VIFE', 22.195440809662724, 4.621986608403234)
('with anomalies', 'Gauss_6.0', 'HRUR', 17.797189689497444, 7.642855648557482)
('without anomalies', 'Gauss_6.0', 'HRUR', 17.797189689497444, 7.642855648557482)
('with anomalies', 'Gauss_6.0', 'HOTR', 21.144297644305226, 9.061675520833822)
('without anomalies', 'Gauss_6.0', 'HOTR', 21.144297644305226, 9.061675520833822)
('with anomalies', 'Gauss_6.0', 'JONG', 21.332463273021958, 9.500878740377072)
('without anomalies', 'Gauss_6.0', 'JONG', 21.332463273021958, 9.500878740377072)
('with anomalies', 'Gauss_6.0', 'GODA', 25.25182328872844, 11.53733035287753)
('without anomalies', 'Gauss_6.0', 'GODA', 25.25182328872844, 11.53733035287753)
('with anomalies', 'Gauss_6.0', 'LOKT', 22.26749556343155, 14.895548793177934)
('without anomalies', 'Gauss_6.0', 'LOKT', 22.26749556343155, 14.895548793177934)
('with anomalies', 'Gauss_6.0', 'LOGR', 44.98701501159784, 13.70516256031177)
('without anomalies', 'Gauss_6.0', 'LOGR', 44.98701501159784, 13.70516256031177)
('with anomalies', 'Gauss_6.0', 'STAM', 21.289055787990034, 10.682030999134005)
('without anomalies', 'Gauss_6.0', 'STAM', 21.289055787990034, 10.682030999134005)
('with anomalies', 'Gauss_6.0', 'SOSU', 22.206631240674458, 8.657690072277068)
('without anomalies', 'Gauss_6.0', 'SOSU', 22.206631240674458, 8.657690072277068)
('with anomalies', 'Gauss_6.0', 'OSKV', 21.505483523577894, 6.547847930344197)
('without anomalies', 'Gauss_6.0', 'OSKV', 21.505483523577894, 6.547847930344197)
('with anomalies', 'Gauss_6.0', 'JONS', 25.25951179309097, 10.140923623311048)
